".","nnGroupCat","Compound","GroupCat","AtomicMassofX","AtomicMassofXprime","AtomicMassofB","AtomicMassofBprime","AtomicMassofA","AtomicMassofAprime","ARENofX","ARENofXprime","ARENofB","ARENofBprime","ARENofA","ARENofAprime","r_XIIofA","r_XIIofAprime","r_VIofBprime","r_VIofB","rofX","rofXprime","CrystalRadiusofA","CrystalRadiusofAprime","CrystalRadiusofBprime","CrystalRadiusofX","CrystalRadiusofXprime","CrystalRadiusofB","IonicRadiiofX","IonicRadiiofXprime","IonicRadiiofB","IonicRadiiofBprime","IonicRadiiofA","IonicRadiiofAprime","IonizationPotentialofX","IonizationPotentialofXprime","IonizationPotentialofB","IonizationPotentialofBprime","IonizationPotentialofA","IonizationPotentialofAprime","PaulingENofX","PaulingENofXprime","PaulingENofB","PaulingENofBprime","PaulingENofA","PaulingENofAprime","ZungerRadiiofX","ZungerRadiiofXprime","ZungerRadiiofB","ZungerRadiiofBprime","ZungerRadiiofA","ZungerRadiiofAprime","BoilingPtofA","BoilingPtofAprime","BoilingPtofB","BoilingPtofX","BoilingPtofXprime","BoilingPtofBprime","CoefficientofLinearThermalExpansionatSpecofA","CoefficientofLinearThermalExpansionatSpecofAprime","CoefficientofLinearThermalExpansionatSpecofB","CoefficientofLinearThermalExpansionatSpecofBprime","DensityatSpecofA","DensityatSpecofAprime","DensityatSpecofB","DensityatSpecofBprime","EnthalpyofFusionofA","EnthalpyofFusionofAprime","EnthalpyofFusionofB","EnthalpyofFusionofBprime","MeltingPtofA","MeltingPtofAprime","MeltingPtofB","MeltingPtofBprime","SpecificHeatCapacityofA","SpecificHeatCapacityofAprime","SpecificHeatCapacityofB","SpecificHeatCapacityofBprime","ThermalHeatConductivityofA","ThermalHeatConductivityofAprime","ThermalHeatConductivityofB","ThermalHeatConductivityofBprime","rA","rB","rX","ToleranceBVP"
1,"5","FeZrO3",5,15.9994,15.9994,91.224,91.224,55.845,55.845,3.5,3.5,1.22,1.22,1.64,1.64,1.187,1.187,0.868,0.868,1.21,1.21,0.75,0.75,0.86,1.26,1.26,0.86,1.4,1.4,0.72,0.72,0.61,0.61,13.61806,13.61806,6.6339,6.6339,7.9024,7.9024,3.44,3.44,1.33,1.33,1.83,1.83,0.285,0.285,1.265,1.265,0.95,0.95,2861,2861,4409,-182.962,-182.962,4409,11.8,11.8,5.7,5.7,7.87,7.87,6.52,6.52,247.3,247.3,230.2,230.2,1538,1538,1854,1854,0.449,0.449,0.278,0.278,0.802,0.802,0.227,0.227,1.187,0.868,1.21,0.81565686
1,"5","La2LiMoO6",5,15.9994,15.9994,6.941,95.94,138.9055,138.9055,3.5,3.5,0.97,1.3,1.08,1.08,1.475,1.475,0.707,0.919,1.21,1.21,1.172,1.172,0.75,1.26,1.26,0.9,1.4,1.4,0.76,0.61,1.03,1.03,13.61806,13.61806,5.39172,7.09243,5.5769,5.5769,3.44,3.44,0.98,2.16,1.1,1.1,0.285,0.285,0.985,1.22,1.375,1.375,3464,3464,1342,-182.962,-182.962,4639,12.1,12.1,46,4.8,6.15,6.15,0.534,10.2,44.6,44.6,432,390.7,918,918,180.5,2622,0.195,0.195,3.57,0.251,0.134,0.134,0.847,1.38,1.475,0.813,1.21,0.938498125
1,"5","La2LiSbO6",5,15.9994,15.9994,6.941,121.76,138.9055,138.9055,3.5,3.5,0.97,1.82,1.08,1.08,1.475,1.475,0.799,0.919,1.21,1.21,1.172,1.172,0.74,1.26,1.26,0.9,1.4,1.4,0.76,0.6,1.03,1.03,13.61806,13.61806,5.39172,8.6084,5.5769,5.5769,3.44,3.44,0.98,2.05,1.1,1.1,0.285,0.285,0.985,0.83,1.375,1.375,3464,3464,1342,-182.962,-182.962,1587,12.1,12.1,46,11,6.15,6.15,0.534,6.68,44.6,44.6,432,162.5,918,918,180.5,630.63,0.195,0.195,3.57,0.207,0.134,0.134,0.847,0.243,1.475,0.859,1.21,0.917632531
1,"5","La2ZnTiO6",5,15.9994,15.9994,65.409,47.867,138.9055,138.9055,3.5,3.5,1.66,1.32,1.08,1.08,1.475,1.475,0.755,0.9,1.21,1.21,1.172,1.172,0.745,1.26,1.26,0.88,1.4,1.4,0.74,0.61,1.03,1.03,13.61806,13.61806,9.3942,6.8281,5.5769,5.5769,3.44,3.44,1.65,1.54,1.1,1.1,0.285,0.285,0.82,1.15,1.375,1.375,3464,3464,907,-182.962,-182.962,3287,12.1,12.1,30.2,8.6,6.15,6.15,7.14,4.51,44.6,44.6,108.1,295.6,918,918,419.53,1670,0.195,0.195,0.388,0.522,0.134,0.134,1.16,0.219,1.475,0.8275,1.21,0.931819243
1,"5","LaCrO3",5,15.9994,15.9994,51.9961,51.9961,138.9055,138.9055,3.5,3.5,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,1.21,1.21,1.172,1.172,0.755,1.26,1.26,0.755,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,5.5769,5.5769,3.44,3.44,1.66,1.66,1.1,1.1,0.285,0.285,1.07,1.07,1.375,1.375,3464,3464,2671,-182.962,-182.962,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,1.21,0.95887965
1,"5","LaInO3",5,15.9994,15.9994,114.818,114.818,138.9055,138.9055,3.5,3.5,1.49,1.49,1.08,1.08,1.475,1.475,0.948,0.948,1.21,1.21,1.172,1.172,0.94,1.26,1.26,0.94,1.4,1.4,0.8,0.8,1.03,1.03,13.61806,13.61806,5.78636,5.78636,5.5769,5.5769,3.44,3.44,1.78,1.78,1.1,1.1,0.285,0.285,0.94,0.94,1.375,1.375,3464,3464,2072,-182.962,-182.962,2072,12.1,12.1,32.1,32.1,6.15,6.15,7.31,7.31,44.6,44.6,28.6,28.6,918,918,156.6,156.6,0.195,0.195,0.233,0.233,0.134,0.134,0.816,0.816,1.475,0.948,1.21,0.879787631
3,"16","Li2ZnBr4",14,79.904,79.904,65.409,65.409,6.941,6.941,2.74,2.74,1.66,1.66,0.97,0.97,1.175,1.175,0.9,0.9,1.82,1.82,0.9,0.9,0.88,1.82,1.82,0.88,1.96,1.96,0.74,0.74,0.76,0.76,11.81381,11.81381,9.3942,9.3942,5.39172,5.39172,2.96,2.96,1.65,1.65,0.98,0.98,0.58,0.58,0.82,0.82,0.985,0.985,1342,1342,907,58.8,58.8,907,46,46,30.2,30.2,0.534,0.534,7.14,7.14,432,432,108.1,108.1,180.5,180.5,419.53,419.53,3.57,3.57,0.388,0.388,0.847,0.847,1.16,1.16,1.175,0.9,1.82,0.778597356
3,"16","LiBiO3",16,15.9994,15.9994,208.98038,208.98038,6.941,6.941,3.5,3.5,1.67,1.67,0.97,0.97,1.175,1.175,0.917,0.917,1.21,1.21,0.9,0.9,0.9,1.26,1.26,0.9,1.4,1.4,0.76,0.76,0.76,0.76,13.61806,13.61806,7.2856,7.2856,5.39172,5.39172,3.44,3.44,1.9,1.9,0.98,0.98,0.285,0.285,0.92,0.92,0.985,0.985,1342,1342,1564,-182.962,-182.962,1564,46,46,13.4,13.4,0.534,0.534,9.79,9.79,432,432,53.3,53.3,180.5,180.5,271.4,271.4,3.57,3.57,0.122,0.122,0.847,0.847,0.0787,0.0787,1.175,0.917,1.21,0.792877138
3,"16","Na2ZnBr4",14,79.904,79.904,65.409,65.409,22.98977,22.98977,2.74,2.74,1.66,1.66,1.01,1.01,1.512,1.512,0.9,0.9,1.82,1.82,1.16,1.16,0.88,1.82,1.82,0.88,1.96,1.96,0.74,0.74,1.02,1.02,11.81381,11.81381,9.3942,9.3942,5.13908,5.13908,2.96,2.96,1.65,1.65,0.93,0.93,0.58,0.58,0.82,0.82,1.1,1.1,882.94,882.94,907,58.8,58.8,907,71,71,30.2,30.2,0.97,0.97,7.14,7.14,113.1,113.1,108.1,108.1,97.79,97.79,419.53,419.53,1.225,1.225,0.388,0.388,1.41,1.41,1.16,1.16,1.512,0.9,1.82,0.866205807
5,"2","NaBiO3",2,15.9994,15.9994,208.98038,208.98038,22.98977,22.98977,3.5,3.5,1.67,1.67,1.01,1.01,1.512,1.512,0.917,0.917,1.21,1.21,1.16,1.16,0.9,1.26,1.26,0.9,1.4,1.4,0.76,0.76,1.02,1.02,13.61806,13.61806,7.2856,7.2856,5.13908,5.13908,3.44,3.44,1.9,1.9,0.93,0.93,0.285,0.285,0.92,0.92,1.1,1.1,882.94,882.94,1564,-182.962,-182.962,1564,71,71,13.4,13.4,0.97,0.97,9.79,9.79,113.1,113.1,53.3,53.3,97.79,97.79,271.4,271.4,1.225,1.225,0.122,0.122,1.41,1.41,0.0787,0.0787,1.512,0.917,1.21,0.904910512
3,"16","Ni2InSbO6",16,15.9994,15.9994,114.818,121.76,58.6934,58.6934,3.5,3.5,1.49,1.82,1.75,1.75,1.043,1.043,1.019,0.948,1.21,1.21,0.7,0.7,0.9,1.26,1.26,0.94,1.4,1.4,0.8,0.76,0.56,0.56,13.61806,13.61806,5.78636,8.6084,7.6398,7.6398,3.44,3.44,1.78,2.05,1.91,1.91,0.285,0.285,0.94,0.83,0.96,0.96,2913,2913,2072,-182.962,-182.962,1587,13.4,13.4,32.1,11,8.9,8.9,7.31,6.68,290.3,290.3,28.6,162.5,1455,1455,156.6,630.63,0.445,0.445,0.233,0.207,0.907,0.907,0.816,0.243,1.043,0.9835,1.21,0.726287476
3,"16","Ni2ScSbO6",16,15.9994,15.9994,44.95591,121.76,58.6934,58.6934,3.5,3.5,1.2,1.82,1.75,1.75,1.043,1.043,1.019,0.895,1.21,1.21,0.7,0.7,0.9,1.26,1.26,0.885,1.4,1.4,0.75,0.76,0.56,0.56,13.61806,13.61806,6.5615,8.6084,7.6398,7.6398,3.44,3.44,1.36,2.05,1.91,1.91,0.285,0.285,1.22,0.83,0.96,0.96,2913,2913,2836,-182.962,-182.962,1587,13.4,13.4,10.2,11,8.9,8.9,2.99,6.68,290.3,290.3,314,162.5,1455,1455,1541,630.63,0.445,0.445,0.567,0.207,0.907,0.907,0.158,0.243,1.043,0.957,1.21,0.735169164
2,"3","Pb2MnNbO6",3,15.9994,15.9994,54.938049,92.90638,207.2,207.2,3.5,3.5,1.6,1.23,1.55,1.55,1.565,1.565,0.768,0.806,1.21,1.21,1.33,1.33,0.78,1.26,1.26,0.72,1.4,1.4,0.58,0.64,1.19,1.19,13.61806,13.61806,7.43402,6.75885,7.41666,7.41666,3.44,3.44,1.55,1.6,1.8,1.8,0.285,0.285,0.99,1.23,0.96,0.96,1749,1749,2061,-182.962,-182.962,4744,28.9,28.9,21.7,7.3,11.3,11.3,7.3,8.57,23.1,23.1,235,323,327.46,327.46,1246,2477,0.127,0.127,0.479,0.265,0.353,0.353,0.0782,0.537,1.565,0.787,1.21,0.982584536
2,"3","Pb2ScSbO6",3,15.9994,15.9994,44.95591,121.76,207.2,207.2,3.5,3.5,1.2,1.82,1.55,1.55,1.565,1.565,0.799,0.895,1.21,1.21,1.33,1.33,0.74,1.26,1.26,0.885,1.4,1.4,0.75,0.6,1.19,1.19,13.61806,13.61806,6.5615,8.6084,7.41666,7.41666,3.44,3.44,1.36,2.05,1.8,1.8,0.285,0.285,1.22,0.83,0.96,0.96,1749,1749,2836,-182.962,-182.962,1587,28.9,28.9,10.2,11,11.3,11.3,2.99,6.68,23.1,23.1,314,162.5,327.46,327.46,1541,630.63,0.127,0.127,0.567,0.207,0.353,0.353,0.158,0.243,1.565,0.847,1.21,0.95392383
1,"5","Sr2CoMoO6",5,15.9994,15.9994,58.9332,95.94,87.62,87.62,3.5,3.5,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.79,1.4,1.4,0.65,0.59,1.18,1.18,13.61806,13.61806,7.881,7.09243,5.6949,5.6949,3.44,3.44,1.88,2.16,0.95,0.95,0.285,0.285,0.92,1.22,1.42,1.42,1382,1382,2927,-182.962,-182.962,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,1.21,0.98126944
1,"5","Sr2FeReO6",5,15.9994,15.9994,55.845,186.207,87.62,87.62,3.5,3.5,1.64,1.46,0.99,0.99,1.571,1.571,0.717,0.805,1.21,1.21,1.32,1.32,0.72,1.26,1.26,0.69,1.4,1.4,0.55,0.58,1.18,1.18,13.61806,13.61806,7.9024,7.8335,5.6949,5.6949,3.44,3.44,1.83,1.9,0.95,0.95,0.285,0.285,0.95,1.19,1.42,1.42,1382,1382,2861,-182.962,-182.962,5596,22.5,22.5,11.8,6.2,2.64,2.64,7.87,20.8,84.8,84.8,247.3,324.5,777,777,1538,3186,0.306,0.306,0.449,0.137,0.353,0.353,0.802,0.479,1.571,0.761,1.21,0.997698609
1,"5","Sr2MgReO6",5,15.9994,15.9994,24.305,186.207,87.62,87.62,3.5,3.5,1.23,1.46,0.99,0.99,1.571,1.571,0.65,0.889,1.21,1.21,1.32,1.32,0.69,1.26,1.26,0.86,1.4,1.4,0.72,0.55,1.18,1.18,13.61806,13.61806,7.64624,7.8335,5.6949,5.6949,3.44,3.44,1.31,1.9,0.95,0.95,0.285,0.285,0.9,1.19,1.42,1.42,1382,1382,1090,-182.962,-182.962,5596,22.5,22.5,24.8,6.2,2.64,2.64,1.74,20.8,84.8,84.8,348.9,324.5,777,777,650,3186,0.306,0.306,1.024,0.137,0.353,0.353,1.56,0.479,1.571,0.7695,1.21,0.993414478
3,"16","La2KNbO6",16,15.9994,15.9994,39.0983,92.90638,138.9055,138.9055,3.5,3.5,0.91,1.23,1.08,1.08,1.475,1.475,0.768,1.585,1.21,1.21,1.172,1.172,0.78,1.26,1.26,1.52,1.4,1.4,1.38,0.64,1.03,1.03,13.61806,13.61806,4.34066,6.75885,5.5769,5.5769,3.44,3.44,0.82,1.6,1.1,1.1,0.285,0.285,1.54,1.23,1.375,1.375,3464,3464,759,-182.962,-182.962,4744,12.1,12.1,83.3,7.3,6.15,6.15,0.89,8.57,44.6,44.6,59.6,323,918,918,63.38,2477,0.195,0.195,0.757,0.265,0.134,0.134,1.024,0.537,1.475,1.1765,1.21,0.795550684
1,"5","Pb2MgWO6",5,15.9994,15.9994,24.305,183.84,207.2,207.2,3.5,3.5,1.23,1.4,1.55,1.55,1.565,1.565,0.71,0.889,1.21,1.21,1.33,1.33,0.74,1.26,1.26,0.86,1.4,1.4,0.72,0.6,1.19,1.19,13.61806,13.61806,7.64624,7.864,7.41666,7.41666,3.44,3.44,1.31,1.7,1.8,1.8,0.285,0.285,0.9,1.22,0.96,0.96,1749,1749,1090,-182.962,-182.962,5555,28.9,28.9,24.8,4.5,11.3,11.3,1.74,19.3,23.1,23.1,348.9,284.5,327.46,327.46,650,3414,0.127,0.127,1.024,0.132,0.353,0.353,1.56,1.74,1.565,0.7995,1.21,0.976472415
1,"5","AgCuF3",5,18.9984032,18.9984032,63.546,63.546,107.8682,107.8682,4.1,4.1,1.75,1.75,1.42,1.42,1.551,1.551,0.875,0.875,1.145,1.145,1.29,1.29,0.87,1.19,1.19,0.87,1.33,1.33,0.73,0.73,1.15,1.15,17.42282,17.42282,7.72638,7.72638,7.5762,7.5762,3.98,3.98,1.9,1.9,1.93,1.93,0.25,0.25,0.88,0.88,1.045,1.045,2162,2162,2562,-188.11,-188.11,2562,18.9,18.9,16.5,16.5,10.5,10.5,8.96,8.96,104.6,104.6,203.5,203.5,961.78,961.78,1084.62,1084.62,0.235,0.235,0.384,0.384,4.29,4.29,4.01,4.01,1.551,0.875,1.145,0.943742516
2,"3","AgZnF3",3,18.9984032,18.9984032,65.409,65.409,107.8682,107.8682,4.1,4.1,1.66,1.66,1.42,1.42,1.551,1.551,0.9,0.9,1.145,1.145,1.29,1.29,0.88,1.19,1.19,0.88,1.33,1.33,0.74,0.74,1.15,1.15,17.42282,17.42282,9.3942,9.3942,7.5762,7.5762,3.98,3.98,1.65,1.65,1.93,1.93,0.25,0.25,0.82,0.82,1.045,1.045,2162,2162,907,-188.11,-188.11,907,18.9,18.9,30.2,30.2,10.5,10.5,7.14,7.14,104.6,104.6,108.1,108.1,961.78,961.78,419.53,419.53,0.235,0.235,0.388,0.388,4.29,4.29,1.16,1.16,1.551,0.9,1.145,0.932205321
3,"16","Ba2BiRuO6",16,15.9994,15.9994,208.98038,101.07,137.327,137.327,3.5,3.5,1.67,1.42,0.97,0.97,1.738,1.738,0.757,1.14,1.21,1.21,1.49,1.49,0.705,1.26,1.26,1.17,1.4,1.4,1.03,0.57,1.35,1.35,13.61806,13.61806,7.2856,7.3605,5.2117,5.2117,3.44,3.44,1.9,2.2,0.89,0.89,0.285,0.285,0.92,1.145,1.515,1.515,1897,1897,1564,-182.962,-182.962,4150,20.6,20.6,13.4,6.4,3.62,3.62,9.79,12.1,51.8,51.8,53.3,381.8,727,727,271.4,2333,0.205,0.205,0.122,0.238,0.184,0.184,0.0787,1.17,1.738,0.9485,1.21,0.965740464
1,"5","Ba2BiSbO6",5,15.9994,15.9994,208.98038,121.76,137.327,137.327,3.5,3.5,1.67,1.82,0.97,0.97,1.738,1.738,0.799,1.14,1.21,1.21,1.49,1.49,0.74,1.26,1.26,1.17,1.4,1.4,1.03,0.6,1.35,1.35,13.61806,13.61806,7.2856,8.6084,5.2117,5.2117,3.44,3.44,1.9,2.05,0.89,0.89,0.285,0.285,0.92,0.83,1.515,1.515,1897,1897,1564,-182.962,-182.962,1587,20.6,20.6,13.4,11,3.62,3.62,9.79,6.68,51.8,51.8,53.3,162.5,727,727,271.4,630.63,0.205,0.205,0.122,0.207,0.184,0.184,0.0787,0.243,1.738,0.9695,1.21,0.956435325
2,"3","Ba2CaMoO6",3,15.9994,15.9994,40.078,95.94,137.327,137.327,3.5,3.5,1.04,1.3,0.97,0.97,1.738,1.738,0.7,1.163,1.21,1.21,1.49,1.49,0.73,1.26,1.26,1.14,1.4,1.4,1,0.59,1.35,1.35,13.61806,13.61806,6.11316,7.09243,5.2117,5.2117,3.44,3.44,1,2.16,0.89,0.89,0.285,0.285,1.32,1.22,1.515,1.515,1897,1897,1484,-182.962,-182.962,4639,20.6,20.6,22.3,4.8,3.62,3.62,1.54,10.2,51.8,51.8,213.1,390.7,727,727,842,2622,0.205,0.205,0.646,0.251,0.184,0.184,2,1.38,1.738,0.9315,1.21,0.97340686
1,"5","Ba2CaWO6",5,15.9994,15.9994,40.078,183.84,137.327,137.327,3.5,3.5,1.04,1.4,0.97,0.97,1.738,1.738,0.71,1.163,1.21,1.21,1.49,1.49,0.74,1.26,1.26,1.14,1.4,1.4,1,0.6,1.35,1.35,13.61806,13.61806,6.11316,7.864,5.2117,5.2117,3.44,3.44,1,1.7,0.89,0.89,0.285,0.285,1.32,1.22,1.515,1.515,1897,1897,1484,-182.962,-182.962,5555,20.6,20.6,22.3,4.5,3.62,3.62,1.54,19.3,51.8,51.8,213.1,284.5,727,727,842,3414,0.205,0.205,0.646,0.132,0.184,0.184,2,1.74,1.738,0.9365,1.21,0.971139432
2,"3","Ba2CdReO6",3,15.9994,15.9994,112.411,186.207,137.327,137.327,3.5,3.5,1.46,1.46,0.97,0.97,1.738,1.738,0.65,1.1,1.21,1.21,1.49,1.49,0.69,1.26,1.26,1.09,1.4,1.4,0.95,0.55,1.35,1.35,13.61806,13.61806,8.9938,7.8335,5.2117,5.2117,3.44,3.44,1.69,1.9,0.89,0.89,0.285,0.285,0.985,1.19,1.515,1.515,1897,1897,767,-182.962,-182.962,5596,20.6,20.6,30.8,6.2,3.62,3.62,8.69,20.8,51.8,51.8,55.2,324.5,727,727,321.07,3186,0.205,0.205,0.231,0.137,0.184,0.184,0.968,0.479,1.738,0.875,1.21,0.999784552
3,"16","Ba2CoIrO6",16,15.9994,15.9994,58.9332,192.217,137.327,137.327,3.5,3.5,1.7,1.55,0.97,0.97,1.738,1.738,0.773,0.683,1.21,1.21,1.49,1.49,0.71,1.26,1.26,0.75,1.4,1.4,0.55,0.57,1.35,1.35,13.61806,13.61806,7.881,8.967,5.2117,5.2117,3.44,3.44,1.88,2.2,0.89,0.89,0.285,0.285,0.92,1.16,1.515,1.515,1897,1897,2927,-182.962,-182.962,4428,20.6,20.6,13,6.4,3.62,3.62,8.86,22.5,51.8,51.8,272.5,213.9,727,727,1495,2446,0.205,0.205,0.421,0.131,0.184,0.184,1,1.47,1.738,0.728,1.21,1.075619603
2,"3","Ba2CoSbO6",3,15.9994,15.9994,58.9332,121.76,137.327,137.327,3.5,3.5,1.7,1.82,0.97,0.97,1.738,1.738,0.799,0.683,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.75,1.4,1.4,0.55,0.6,1.35,1.35,13.61806,13.61806,7.881,8.6084,5.2117,5.2117,3.44,3.44,1.88,2.05,0.89,0.89,0.285,0.285,0.92,0.83,1.515,1.515,1897,1897,2927,-182.962,-182.962,1587,20.6,20.6,13,11,3.62,3.62,8.86,6.68,51.8,51.8,272.5,162.5,727,727,1495,630.63,0.205,0.205,0.421,0.207,0.184,0.184,1,0.243,1.738,0.741,1.21,1.068452481
2,"3","Ba2CoWO6",3,15.9994,15.9994,58.9332,183.84,137.327,137.327,3.5,3.5,1.7,1.4,0.97,0.97,1.738,1.738,0.71,0.888,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.79,1.4,1.4,0.65,0.6,1.35,1.35,13.61806,13.61806,7.881,7.864,5.2117,5.2117,3.44,3.44,1.88,1.7,0.89,0.89,0.285,0.285,0.92,1.22,1.515,1.515,1897,1897,2927,-182.962,-182.962,5555,20.6,20.6,13,4.5,3.62,3.62,8.86,19.3,51.8,51.8,272.5,284.5,727,727,1495,3414,0.205,0.205,0.421,0.132,0.184,0.184,1,1.74,1.738,0.799,1.21,1.037606168
4,"6","Ba2CrTaO6",6,15.9994,15.9994,51.9961,180.9479,137.327,137.327,3.5,3.5,1.56,1.33,0.97,0.97,1.738,1.738,0.777,0.77,1.21,1.21,1.49,1.49,0.78,1.26,1.26,0.755,1.4,1.4,0.62,0.64,1.35,1.35,13.61806,13.61806,6.7665,7.5496,5.2117,5.2117,3.44,3.44,1.66,1.5,0.89,0.89,0.285,0.285,1.07,1.28,1.515,1.515,1897,1897,2671,-182.962,-182.962,5458,20.6,20.6,4.9,6.3,3.62,3.62,7.15,16.4,51.8,51.8,404,202.1,727,727,1907,3007,0.205,0.205,0.45,0.14,0.184,0.184,0.937,0.575,1.738,0.7735,1.21,1.050945697
1,"5","Ba2CuOsO6",5,15.9994,15.9994,63.546,190.23,137.327,137.327,3.5,3.5,1.75,1.52,0.97,0.97,1.738,1.738,0.82,0.875,1.21,1.21,1.49,1.49,0.685,1.26,1.26,0.87,1.4,1.4,0.73,0.55,1.35,1.35,13.61806,13.61806,7.72638,8.4382,5.2117,5.2117,3.44,3.44,1.9,2.2,0.89,0.89,0.285,0.285,0.88,1.17,1.515,1.515,1897,1897,2562,-182.962,-182.962,5012,20.6,20.6,16.5,5.1,3.62,3.62,8.96,22.59,51.8,51.8,203.5,304.1,727,727,1084.62,3033,0.205,0.205,0.384,0.13,0.184,0.184,4.01,0.876,1.738,0.8475,1.21,1.013147408
2,"3","Ba2FeMoO6",3,15.9994,15.9994,55.845,95.94,137.327,137.327,3.5,3.5,1.64,1.3,0.97,0.97,1.738,1.738,0.7,0.93,1.21,1.21,1.49,1.49,0.73,1.26,1.26,0.75,1.4,1.4,0.61,0.59,1.35,1.35,13.61806,13.61806,7.9024,7.09243,5.2117,5.2117,3.44,3.44,1.83,2.16,0.89,0.89,0.285,0.285,0.95,1.22,1.515,1.515,1897,1897,2861,-182.962,-182.962,4639,20.6,20.6,11.8,4.8,3.62,3.62,7.87,10.2,51.8,51.8,247.3,390.7,727,727,1538,2622,0.205,0.205,0.449,0.251,0.184,0.184,0.802,1.38,1.738,0.815,1.21,1.029407798
2,"3","Ba2FeNbO6",3,15.9994,15.9994,55.845,92.90638,137.327,137.327,3.5,3.5,1.64,1.23,0.97,0.97,1.738,1.738,0.768,0.805,1.21,1.21,1.49,1.49,0.78,1.26,1.26,0.69,1.4,1.4,0.55,0.64,1.35,1.35,13.61806,13.61806,7.9024,6.75885,5.2117,5.2117,3.44,3.44,1.83,1.6,0.89,0.89,0.285,0.285,0.95,1.23,1.515,1.515,1897,1897,2861,-182.962,-182.962,4744,20.6,20.6,11.8,7.3,3.62,3.62,7.87,8.57,51.8,51.8,247.3,323,727,727,1538,2477,0.205,0.205,0.449,0.265,0.184,0.184,0.802,0.537,1.738,0.7865,1.21,1.044102575
2,"3","Ba2FeReO6",3,15.9994,15.9994,55.845,186.207,137.327,137.327,3.5,3.5,1.64,1.46,0.97,0.97,1.738,1.738,0.717,0.805,1.21,1.21,1.49,1.49,0.72,1.26,1.26,0.69,1.4,1.4,0.55,0.58,1.35,1.35,13.61806,13.61806,7.9024,7.8335,5.2117,5.2117,3.44,3.44,1.83,1.9,0.89,0.89,0.285,0.285,0.95,1.19,1.515,1.515,1897,1897,2861,-182.962,-182.962,5596,20.6,20.6,11.8,6.2,3.62,3.62,7.87,20.8,51.8,51.8,247.3,324.5,727,727,1538,3186,0.205,0.205,0.449,0.137,0.184,0.184,0.802,0.479,1.738,0.761,1.21,1.057610751
2,"3","Ba2FeWO6",3,15.9994,15.9994,55.845,183.84,137.327,137.327,3.5,3.5,1.64,1.4,0.97,0.97,1.738,1.738,0.71,0.93,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.75,1.4,1.4,0.61,0.6,1.35,1.35,13.61806,13.61806,7.9024,7.864,5.2117,5.2117,3.44,3.44,1.83,1.7,0.89,0.89,0.285,0.285,0.95,1.22,1.515,1.515,1897,1897,2861,-182.962,-182.962,5555,20.6,20.6,11.8,4.5,3.62,3.62,7.87,19.3,51.8,51.8,247.3,284.5,727,727,1538,3414,0.205,0.205,0.449,0.132,0.184,0.184,0.802,1.74,1.738,0.82,1.21,1.026872311
3,"16","Ba2InIrO6",16,15.9994,15.9994,114.818,192.217,137.327,137.327,3.5,3.5,1.49,1.55,0.97,0.97,1.738,1.738,0.773,0.948,1.21,1.21,1.49,1.49,0.71,1.26,1.26,0.94,1.4,1.4,0.8,0.57,1.35,1.35,13.61806,13.61806,5.78636,8.967,5.2117,5.2117,3.44,3.44,1.78,2.2,0.89,0.89,0.285,0.285,0.94,1.16,1.515,1.515,1897,1897,2072,-182.962,-182.962,4428,20.6,20.6,32.1,6.4,3.62,3.62,7.31,22.5,51.8,51.8,28.6,213.9,727,727,156.6,2446,0.205,0.205,0.233,0.131,0.184,0.184,0.816,1.47,1.738,0.8605,1.21,1.006786183
2,"3","Ba2InNbO6",3,15.9994,15.9994,114.818,92.90638,137.327,137.327,3.5,3.5,1.49,1.23,0.97,0.97,1.738,1.738,0.768,0.948,1.21,1.21,1.49,1.49,0.78,1.26,1.26,0.94,1.4,1.4,0.8,0.64,1.35,1.35,13.61806,13.61806,5.78636,6.75885,5.2117,5.2117,3.44,3.44,1.78,1.6,0.89,0.89,0.285,0.285,0.94,1.23,1.515,1.515,1897,1897,2072,-182.962,-182.962,4744,20.6,20.6,32.1,7.3,3.62,3.62,7.31,8.57,51.8,51.8,28.6,323,727,727,156.6,2477,0.205,0.205,0.233,0.265,0.184,0.184,0.816,0.537,1.738,0.858,1.21,1.008003284
