Compound,X,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
B2MnSnO6,O,NaN,54.938049,118.71,10.811,10.811,1.6,1.72,2.01,2.01,0.674,0.674,0.845,0.986,1.044,0.41,0.41,0.83,0.81,0.83,0.69,-300,-300,7.43402,7.3439,8.29803,8.29803,1.55,1.96,2.04,2.04,0.99,0.88,0.48,0.48,-300,-300,2061,2602,-300,-300,21.7,22,-300,-300,7.3,7.26,-300,-300,235,60.4,-300,-300,1246,231.93,-300,-300,0.479,0.227,-300,-300,0.0782,0.666,0.674,0.9155,0.626765079,35.15808751
B2NaNbO6,O,NaN,22.98977,92.90638,10.811,10.811,1.01,1.23,2.01,2.01,0.674,0.674,0.768,1.256,1.313,0.41,0.41,0.78,1.16,1.02,0.64,-300,-300,5.13908,6.75885,8.29803,8.29803,0.93,1.6,2.04,2.04,1.1,1.23,0.48,0.48,-300,-300,882.94,4744,-300,-300,71,7.3,-300,-300,0.97,8.57,-300,-300,113.1,323,-300,-300,97.79,2477,-300,-300,1.225,0.265,-300,-300,1.41,0.537,0.674,1.012,0.599545084,20.93140636
B2RbNbO6,O,NaN,85.4678,92.90638,10.811,10.811,0.89,1.23,2.01,2.01,0.674,0.674,0.768,1.716,1.773,0.41,0.41,0.78,1.66,1.52,0.64,-300,-300,4.17713,6.75885,8.29803,8.29803,0.82,1.6,2.04,2.04,1.67,1.23,0.48,0.48,-300,-300,688,4744,-300,-300,-300,7.3,-300,-300,1.53,8.57,-300,-300,25.6,323,-300,-300,39.3,2477,-300,-300,0.364,0.265,-300,-300,0.582,0.537,0.674,1.242,0.543307168,18.88794641
B2SrSnO6,O,NaN,87.62,118.71,10.811,10.811,0.99,1.72,2.01,2.01,0.674,0.674,0.845,1.314,1.372,0.41,0.41,0.83,1.32,1.18,0.69,-300,-300,5.6949,7.3439,8.29803,8.29803,0.95,1.96,2.04,2.04,1.42,0.88,0.48,0.48,-300,-300,1382,2602,-300,-300,22.5,22,-300,-300,2.64,7.26,-300,-300,84.8,60.4,-300,-300,777,231.93,-300,-300,0.306,0.227,-300,-300,0.353,0.666,0.674,1.0795,0.581869044,32.5241234
B2TiNbO6,O,NaN,47.867,92.90638,10.811,10.811,1.32,1.23,2.01,2.01,0.674,0.674,0.768,-300,0,0.41,0.41,0.78,-300,-300,0.64,-300,-300,6.8281,6.75885,8.29803,8.29803,1.54,1.6,2.04,2.04,1.15,1.23,0.48,0.48,-300,-300,3287,4744,-300,-300,8.6,7.3,-300,-300,4.51,8.57,-300,-300,295.6,323,-300,-300,1670,2477,-300,-300,0.522,0.265,-300,-300,0.219,0.537,0.674,-149.616,-300,30.28304838
B2YCrO6,O,NaN,88.90585,88.90585,10.811,10.811,1.11,1.11,2.01,2.01,0.674,0.674,1.065,1.065,1.123,0.41,0.41,1.04,1.04,0.9,0.9,-300,-300,6.2171,6.2171,8.29803,8.29803,1.22,1.22,2.04,2.04,1.32,1.32,0.48,0.48,-300,-300,3345,3345,-300,-300,10.6,10.6,-300,-300,4.47,4.47,-300,-300,128,128,-300,-300,1522,1522,-300,-300,0.298,0.298,-300,-300,0.172,0.172,0.674,1.065,0.58557766,37.06982935
Ba2AlNbO6,O,NaN,26.981538,92.90638,137.327,137.327,1.47,1.23,0.97,0.97,1.738,1.738,0.768,0.666,0.724,1.49,1.49,0.78,0.675,0.54,0.64,1.35,1.35,5.98577,6.75885,5.2117,5.2117,1.61,1.6,0.89,0.89,0.77,1.23,1.515,1.515,1897,1897,2519,4744,20.6,20.6,23.1,7.3,3.62,3.62,2.7,8.57,51.8,51.8,399.9,323,727,727,660.32,2477,0.205,0.205,0.904,0.265,0.184,0.184,2.37,0.537,1.738,0.717,1.081759622,72.89180499
Ba2AlTaO6,O,NaN,26.981538,180.9479,137.327,137.327,1.47,1.33,0.97,0.97,1.738,1.738,0.777,0.666,0.724,1.49,1.49,0.78,0.675,0.54,0.64,1.35,1.35,5.98577,7.5496,5.2117,5.2117,1.61,1.5,0.89,0.89,0.77,1.28,1.515,1.515,1897,1897,2519,5458,20.6,20.6,23.1,6.3,3.62,3.62,2.7,16.4,51.8,51.8,399.9,202.1,727,727,660.32,3007,0.205,0.205,0.904,0.14,0.184,0.184,2.37,0.575,1.738,0.7215,1.079239343,72.73559835
Ba2BeUO6,O,NaN,9.012182,238.02891,137.327,137.327,1.47,-300,0.97,0.97,1.738,1.738,0.84,0.577,0.635,1.49,1.49,0.87,0.59,0.45,0.73,1.35,1.35,9.3227,6.19405,5.2117,5.2117,1.57,1.7,0.89,0.89,0.64,-300,1.515,1.515,1897,1897,2471,4131,20.6,20.6,11.3,13.9,3.62,3.62,1.85,19.1,51.8,51.8,876,38.4,727,727,1287,1135,0.205,0.205,1.82,0.116,0.184,0.184,2,0.276,1.738,0.7085,1.086552406,58.7314565
Ba2BiIrO6,O,5,208.98038,192.217,137.327,137.327,1.67,1.55,0.97,0.97,1.738,1.738,0.773,1.14,1.198,1.49,1.49,0.71,1.17,1.03,0.57,1.35,1.35,7.2856,8.967,5.2117,5.2117,1.9,2.2,0.89,0.89,0.92,1.16,1.515,1.515,1897,1897,1564,4428,20.6,20.6,13.4,6.4,3.62,3.62,9.79,22.5,51.8,51.8,53.3,213.9,727,727,271.4,2446,0.205,0.205,0.122,0.131,0.184,0.184,0.0787,1.47,1.738,0.9565,0.962174378,64.47172924
Ba2BiIrO6,O,5,208.98038,192.217,137.327,137.327,1.67,1.55,0.97,0.97,1.738,1.738,0.773,1.14,1.198,1.49,1.49,0.71,1.17,1.03,0.57,1.35,1.35,7.2856,8.967,5.2117,5.2117,1.9,2.2,0.89,0.89,0.92,1.16,1.515,1.515,1897,1897,1564,4428,20.6,20.6,13.4,6.4,3.62,3.62,9.79,22.5,51.8,51.8,53.3,213.9,727,727,271.4,2446,0.205,0.205,0.122,0.131,0.184,0.184,0.0787,1.47,1.738,0.9565,0.962174378,64.47172924
Ba2BiIrO6,O,3,208.98038,192.217,137.327,137.327,1.67,1.55,0.97,0.97,1.738,1.738,0.773,1.14,1.198,1.49,1.49,0.71,1.17,1.03,0.57,1.35,1.35,7.2856,8.967,5.2117,5.2117,1.9,2.2,0.89,0.89,0.92,1.16,1.515,1.515,1897,1897,1564,4428,20.6,20.6,13.4,6.4,3.62,3.62,9.79,22.5,51.8,51.8,53.3,213.9,727,727,271.4,2446,0.205,0.205,0.122,0.131,0.184,0.184,0.0787,1.47,1.738,0.9565,0.962174378,64.47172924
Ba2BiNbO6,O,NaN,208.98038,92.90638,137.327,137.327,1.67,1.23,0.97,0.97,1.738,1.738,0.768,1.14,1.198,1.49,1.49,0.78,1.17,1.03,0.64,1.35,1.35,7.2856,6.75885,5.2117,5.2117,1.9,1.6,0.89,0.89,0.92,1.23,1.515,1.515,1897,1897,1564,4744,20.6,20.6,13.4,7.3,3.62,3.62,9.79,8.57,51.8,51.8,53.3,323,727,727,271.4,2477,0.205,0.205,0.122,0.265,0.184,0.184,0.0787,0.537,1.738,0.954,0.963285948,64.53983729
Ba2BiRuO6,O,16,208.98038,101.07,137.327,137.327,1.67,1.42,0.97,0.97,1.738,1.738,0.757,1.14,1.198,1.49,1.49,0.705,1.17,1.03,0.57,1.35,1.35,7.2856,7.3605,5.2117,5.2117,1.9,2.2,0.89,0.89,0.92,1.145,1.515,1.515,1897,1897,1564,4150,20.6,20.6,13.4,6.4,3.62,3.62,9.79,12.1,51.8,51.8,53.3,381.8,727,727,271.4,2333,0.205,0.205,0.122,0.238,0.184,0.184,0.0787,1.17,1.738,0.9485,0.965740464,64.6901827
Ba2BiSbO6,O,NaN,208.98038,121.76,137.327,137.327,1.67,1.82,0.97,0.97,1.738,1.738,0.799,1.14,1.198,1.49,1.49,0.74,1.17,1.03,0.6,1.35,1.35,7.2856,8.6084,5.2117,5.2117,1.9,2.05,0.89,0.89,0.92,0.83,1.515,1.515,1897,1897,1564,1587,20.6,20.6,13.4,11,3.62,3.62,9.79,6.68,51.8,51.8,53.3,162.5,727,727,271.4,630.63,0.205,0.205,0.122,0.207,0.184,0.184,0.0787,0.243,1.738,0.9695,0.956435325,64.11987194
Ba2BiSbO6,O,5,208.98038,121.76,137.327,137.327,1.67,1.82,0.97,0.97,1.738,1.738,0.799,1.14,1.198,1.49,1.49,0.74,1.17,1.03,0.6,1.35,1.35,7.2856,8.6084,5.2117,5.2117,1.9,2.05,0.89,0.89,0.92,0.83,1.515,1.515,1897,1897,1564,1587,20.6,20.6,13.4,11,3.62,3.62,9.79,6.68,51.8,51.8,53.3,162.5,727,727,271.4,630.63,0.205,0.205,0.122,0.207,0.184,0.184,0.0787,0.243,1.738,0.9695,0.956435325,64.11987194
Ba2BiSbO6,O,3,208.98038,121.76,137.327,137.327,1.67,1.82,0.97,0.97,1.738,1.738,0.799,1.14,1.198,1.49,1.49,0.74,1.17,1.03,0.6,1.35,1.35,7.2856,8.6084,5.2117,5.2117,1.9,2.05,0.89,0.89,0.92,0.83,1.515,1.515,1897,1897,1564,1587,20.6,20.6,13.4,11,3.62,3.62,9.79,6.68,51.8,51.8,53.3,162.5,727,727,271.4,630.63,0.205,0.205,0.122,0.207,0.184,0.184,0.0787,0.243,1.738,0.9695,0.956435325,64.11987194
Ba2BiTaO6,O,NaN,208.98038,180.9479,137.327,137.327,1.67,1.33,0.97,0.97,1.738,1.738,0.777,1.14,1.198,1.49,1.49,0.78,1.17,1.03,0.64,1.35,1.35,7.2856,7.5496,5.2117,5.2117,1.9,1.5,0.89,0.89,0.92,1.28,1.515,1.515,1897,1897,1564,5458,20.6,20.6,13.4,6.3,3.62,3.62,9.79,16.4,51.8,51.8,53.3,202.1,727,727,271.4,3007,0.205,0.205,0.122,0.14,0.184,0.184,0.0787,0.575,1.738,0.9585,0.961286968,64.41734621
Ba2BiTaO6,O,5,208.98038,180.9479,137.327,137.327,1.67,1.33,0.97,0.97,1.738,1.738,0.777,1.14,1.198,1.49,1.49,0.78,1.17,1.03,0.64,1.35,1.35,7.2856,7.5496,5.2117,5.2117,1.9,1.5,0.89,0.89,0.92,1.28,1.515,1.515,1897,1897,1564,5458,20.6,20.6,13.4,6.3,3.62,3.62,9.79,16.4,51.8,51.8,53.3,202.1,727,727,271.4,3007,0.205,0.205,0.122,0.14,0.184,0.184,0.0787,0.575,1.738,0.9585,0.961286968,64.41734621
Ba2BiTaO6,O,3,208.98038,180.9479,137.327,137.327,1.67,1.33,0.97,0.97,1.738,1.738,0.777,1.14,1.198,1.49,1.49,0.78,1.17,1.03,0.64,1.35,1.35,7.2856,7.5496,5.2117,5.2117,1.9,1.5,0.89,0.89,0.92,1.28,1.515,1.515,1897,1897,1564,5458,20.6,20.6,13.4,6.3,3.62,3.62,9.79,16.4,51.8,51.8,53.3,202.1,727,727,271.4,3007,0.205,0.205,0.122,0.14,0.184,0.184,0.0787,0.575,1.738,0.9585,0.961286968,64.41734621
Ba2BiVO6,O,NaN,208.98038,50.9415,137.327,137.327,1.67,1.45,0.97,0.97,1.738,1.738,0.66,1.14,1.198,1.49,1.49,0.68,1.17,1.03,0.54,1.35,1.35,7.2856,6.7462,5.2117,5.2117,1.9,1.63,0.89,0.89,0.92,1.09,1.515,1.515,1897,1897,1564,3407,20.6,20.6,13.4,8.4,3.62,3.62,9.79,6,51.8,51.8,53.3,422,727,727,271.4,1910,0.205,0.205,0.122,0.489,0.184,0.184,0.0787,0.307,1.738,0.9,0.987938763,66.04691416
Ba2CaMoO6,O,3,40.078,95.94,137.327,137.327,1.04,1.3,0.97,0.97,1.738,1.738,0.7,1.163,1.221,1.49,1.49,0.73,1.14,1,0.59,1.35,1.35,6.11316,7.09243,5.2117,5.2117,1,2.16,0.89,0.89,1.32,1.22,1.515,1.515,1897,1897,1484,4639,20.6,20.6,22.3,4.8,3.62,3.62,1.54,10.2,51.8,51.8,213.1,390.7,727,727,842,2622,0.205,0.205,0.646,0.251,0.184,0.184,2,1.38,1.738,0.9315,0.97340686,52.09064562
Ba2CaNpO6,O,NaN,40.078,237.0482,137.327,137.327,1.04,-300,0.97,0.97,1.738,1.738,0.86,1.163,1.221,1.49,1.49,0.86,1.14,1,0.72,1.35,1.35,6.11316,6.2657,5.2117,5.2117,1,1.3,0.89,0.89,1.32,-300,1.515,1.515,1897,1897,1484,-300,20.6,20.6,22.3,-300,3.62,3.62,1.54,20.2,51.8,51.8,213.1,13.5,727,727,842,644,0.205,0.205,0.646,-300,0.184,0.184,2,0.063,1.738,1.0115,0.938352821,50.37267397
Ba2CaOsO6,O,3,40.078,190.23,137.327,137.327,1.04,1.52,0.97,0.97,1.738,1.738,0.82,1.163,1.221,1.49,1.49,0.685,1.14,1,0.55,1.35,1.35,6.11316,8.4382,5.2117,5.2117,1,2.2,0.89,0.89,1.32,1.17,1.515,1.515,1897,1897,1484,5012,20.6,20.6,22.3,5.1,3.62,3.62,1.54,22.59,51.8,51.8,213.1,304.1,727,727,842,3033,0.205,0.205,0.646,0.13,0.184,0.184,2,0.876,1.738,0.9915,0.946877489,50.79145492
Ba2CaOsO6,O,3,40.078,190.23,137.327,137.327,1.04,1.52,0.97,0.97,1.738,1.738,0.82,1.163,1.221,1.49,1.49,0.685,1.14,1,0.55,1.35,1.35,6.11316,8.4382,5.2117,5.2117,1,2.2,0.89,0.89,1.32,1.17,1.515,1.515,1897,1897,1484,5012,20.6,20.6,22.3,5.1,3.62,3.62,1.54,22.59,51.8,51.8,213.1,304.1,727,727,842,3033,0.205,0.205,0.646,0.13,0.184,0.184,2,0.876,1.738,0.9915,0.946877489,50.79145492
Ba2CaOsO6,O,3,40.078,190.23,137.327,137.327,1.04,1.52,0.97,0.97,1.738,1.738,0.82,1.163,1.221,1.49,1.49,0.685,1.14,1,0.55,1.35,1.35,6.11316,8.4382,5.2117,5.2117,1,2.2,0.89,0.89,1.32,1.17,1.515,1.515,1897,1897,1484,5012,20.6,20.6,22.3,5.1,3.62,3.62,1.54,22.59,51.8,51.8,213.1,304.1,727,727,842,3033,0.205,0.205,0.646,0.13,0.184,0.184,2,0.876,1.738,0.9915,0.946877489,50.79145492
Ba2CaPuO6,O,3,40.078,244.0642,137.327,137.327,1.04,-300,0.97,0.97,1.738,1.738,0.85,1.163,1.221,1.49,1.49,0.85,1.14,1,0.71,1.35,1.35,6.11316,6.0262,5.2117,5.2117,1,1.3,0.89,0.89,1.32,-300,1.515,1.515,1897,1897,1484,3228,20.6,20.6,22.3,46.7,3.62,3.62,1.54,19.7,51.8,51.8,213.1,11.6,727,727,842,640,0.205,0.205,0.646,-300,0.184,0.184,2,0.0674,1.738,1.0065,0.940469565,50.47672045
Ba2CaReO6,O,NaN,40.078,186.207,137.327,137.327,1.04,1.46,0.97,0.97,1.738,1.738,0.65,1.163,1.221,1.49,1.49,0.69,1.14,1,0.55,1.35,1.35,6.11316,7.8335,5.2117,5.2117,1,1.9,0.89,0.89,1.32,1.19,1.515,1.515,1897,1897,1484,5596,20.6,20.6,22.3,6.2,3.62,3.62,1.54,20.8,51.8,51.8,213.1,324.5,727,727,842,3186,0.205,0.205,0.646,0.137,0.184,0.184,2,0.479,1.738,0.9065,0.984904697,52.65180245
Ba2CaReO6,O,3,40.078,186.207,137.327,137.327,1.04,1.46,0.97,0.97,1.738,1.738,0.65,1.163,1.221,1.49,1.49,0.69,1.14,1,0.55,1.35,1.35,6.11316,7.8335,5.2117,5.2117,1,1.9,0.89,0.89,1.32,1.19,1.515,1.515,1897,1897,1484,5596,20.6,20.6,22.3,6.2,3.62,3.62,1.54,20.8,51.8,51.8,213.1,324.5,727,727,842,3186,0.205,0.205,0.646,0.137,0.184,0.184,2,0.479,1.738,0.9065,0.984904697,52.65180245
Ba2CaTeO6,O,3,40.078,127.6,137.327,137.327,1.04,2.01,0.97,0.97,1.738,1.738,0.71,1.163,1.221,1.49,1.49,0.7,1.14,1,0.56,1.35,1.35,6.11316,9.0096,5.2117,5.2117,1,2.1,0.89,0.89,1.32,0.79,1.515,1.515,1897,1897,1484,-300,20.6,20.6,22.3,-300,3.62,3.62,1.54,-300,51.8,51.8,213.1,-300,727,727,842,-300,0.205,0.205,0.646,-300,0.184,0.184,2,-300,1.738,0.9365,0.971139432,51.97984658
Ba2CaUO6,O,NaN,40.078,238.02891,137.327,137.327,1.04,-300,0.97,0.97,1.738,1.738,0.84,1.163,1.221,1.49,1.49,0.87,1.14,1,0.73,1.35,1.35,6.11316,6.19405,5.2117,5.2117,1,1.7,0.89,0.89,1.32,-300,1.515,1.515,1897,1897,1484,4131,20.6,20.6,22.3,13.9,3.62,3.62,1.54,19.1,51.8,51.8,213.1,38.4,727,727,842,1135,0.205,0.205,0.646,0.116,0.184,0.184,2,0.276,1.738,1.0015,0.942595881,50.58119765
Ba2CaWO6,O,5,40.078,183.84,137.327,137.327,1.04,1.4,0.97,0.97,1.738,1.738,0.71,1.163,1.221,1.49,1.49,0.74,1.14,1,0.6,1.35,1.35,6.11316,7.864,5.2117,5.2117,1,1.7,0.89,0.89,1.32,1.22,1.515,1.515,1897,1897,1484,5555,20.6,20.6,22.3,4.5,3.62,3.62,1.54,19.3,51.8,51.8,213.1,284.5,727,727,842,3414,0.205,0.205,0.646,0.132,0.184,0.184,2,1.74,1.738,0.9365,0.971139432,51.97984658
Ba2CdMoO6,O,3,112.411,95.94,137.327,137.327,1.46,1.3,0.97,0.97,1.738,1.738,0.7,1.1,1.158,1.49,1.49,0.73,1.09,0.95,0.59,1.35,1.35,8.9938,7.09243,5.2117,5.2117,1.69,2.16,0.89,0.89,0.985,1.22,1.515,1.515,1897,1897,767,4639,20.6,20.6,30.8,4.8,3.62,3.62,8.69,10.2,51.8,51.8,55.2,390.7,727,727,321.07,2622,0.205,0.205,0.231,0.251,0.184,0.184,0.968,1.38,1.738,0.9,0.987938763,52.90347311
Ba2CdOsO6,O,3,112.411,190.23,137.327,137.327,1.46,1.52,0.97,0.97,1.738,1.738,0.82,1.1,1.158,1.49,1.49,0.685,1.09,0.95,0.55,1.35,1.35,8.9938,8.4382,5.2117,5.2117,1.69,2.2,0.89,0.89,0.985,1.17,1.515,1.515,1897,1897,767,5012,20.6,20.6,30.8,5.1,3.62,3.62,8.69,22.59,51.8,51.8,55.2,304.1,727,727,321.07,3033,0.205,0.205,0.231,0.13,0.184,0.184,0.968,0.876,1.738,0.96,0.960622484,51.56394199
Ba2CdReO6,O,3,112.411,186.207,137.327,137.327,1.46,1.46,0.97,0.97,1.738,1.738,0.65,1.1,1.158,1.49,1.49,0.69,1.09,0.95,0.55,1.35,1.35,8.9938,7.8335,5.2117,5.2117,1.69,1.9,0.89,0.89,0.985,1.19,1.515,1.515,1897,1897,767,5596,20.6,20.6,30.8,6.2,3.62,3.62,8.69,20.8,51.8,51.8,55.2,324.5,727,727,321.07,3186,0.205,0.205,0.231,0.137,0.184,0.184,0.968,0.479,1.738,0.875,0.999784552,53.48237657
Ba2CdTeO6,O,NaN,112.411,127.6,137.327,137.327,1.46,2.01,0.97,0.97,1.738,1.738,0.71,1.1,1.158,1.49,1.49,0.7,1.09,0.95,0.56,1.35,1.35,8.9938,9.0096,5.2117,5.2117,1.69,2.1,0.89,0.89,0.985,0.79,1.515,1.515,1897,1897,767,-300,20.6,20.6,30.8,-300,3.62,3.62,8.69,-300,51.8,51.8,55.2,-300,727,727,321.07,-300,0.205,0.205,0.231,-300,0.184,0.184,0.968,-300,1.738,0.905,0.985603211,52.78919304
Ba2CdUO6,O,3,112.411,238.02891,137.327,137.327,1.46,-300,0.97,0.97,1.738,1.738,0.84,1.1,1.158,1.49,1.49,0.87,1.09,0.95,0.73,1.35,1.35,8.9938,6.19405,5.2117,5.2117,1.69,1.7,0.89,0.89,0.985,-300,1.515,1.515,1897,1897,767,4131,20.6,20.6,30.8,13.9,3.62,3.62,8.69,19.1,51.8,51.8,55.2,38.4,727,727,321.07,1135,0.205,0.205,0.231,0.116,0.184,0.184,0.968,0.276,1.738,0.97,0.956215959,51.34725413
Ba2CdWO6,O,3,112.411,238.02891,137.327,137.327,1.46,-300,0.97,0.97,1.738,1.738,0.84,1.1,1.158,1.49,1.49,0.87,1.09,0.95,0.73,1.35,1.35,8.9938,6.19405,5.2117,5.2117,1.69,1.7,0.89,0.89,0.985,-300,1.515,1.515,1897,1897,767,4131,20.6,20.6,30.8,13.9,3.62,3.62,8.69,19.1,51.8,51.8,55.2,38.4,727,727,321.07,1135,0.205,0.205,0.231,0.116,0.184,0.184,0.968,0.276,1.738,0.97,0.956215959,51.34725413
Ba2CeIrO6,O,NaN,140.116,192.217,137.327,137.327,-300,1.55,0.97,0.97,1.738,1.738,0.81,0.968,1.025,1.49,1.49,0.765,1.01,0.87,0.63,1.35,1.35,5.5387,8.967,5.2117,5.2117,1.12,2.2,0.89,0.89,-300,1.16,1.515,1.515,1897,1897,3443,4428,20.6,20.6,6.3,6.4,3.62,3.62,6.77,22.5,51.8,51.8,39,213.9,727,727,798,2446,0.205,0.205,0.192,0.131,0.184,0.184,0.113,1.47,1.738,0.889,0.993116146,71.18782081
Ba2CeNbO6,O,5,140.116,92.90638,137.327,137.327,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.197,1.255,1.49,1.49,0.78,1.15,1.01,0.64,1.35,1.35,5.5387,6.75885,5.2117,5.2117,1.12,1.6,0.89,0.89,-300,1.23,1.515,1.515,1897,1897,3443,4744,20.6,20.6,6.3,7.3,3.62,3.62,6.77,8.57,51.8,51.8,39,323,727,727,798,2477,0.205,0.205,0.192,0.265,0.184,0.184,0.113,0.537,1.738,0.9825,0.950764329,63.662652
Ba2CePtO6,O,3,140.116,195.078,137.327,137.327,-300,1.44,0.97,0.97,1.738,1.738,0.819,0.968,1.025,1.49,1.49,0.765,1.01,0.87,0.63,1.35,1.35,5.5387,8.9587,5.2117,5.2117,1.12,2.2,0.89,0.89,-300,1.24,1.515,1.515,1897,1897,3443,3825,20.6,20.6,6.3,8.8,3.62,3.62,6.77,21.5,51.8,51.8,39,113.6,727,727,798,1768.2,0.205,0.205,0.192,0.133,0.184,0.184,0.113,0.716,1.738,0.8935,0.990991581,71.04811859
Ba2CePuO6,O,NaN,140.116,244.0642,137.327,137.327,-300,-300,0.97,0.97,1.738,1.738,0.967,1.197,1.255,1.49,1.49,0.88,1.15,1.01,0.74,1.35,1.35,5.5387,6.0262,5.2117,5.2117,1.12,1.3,0.89,0.89,-300,-300,1.515,1.515,1897,1897,3443,3228,20.6,20.6,6.3,46.7,3.62,3.62,6.77,19.7,51.8,51.8,39,11.6,727,727,798,640,0.205,0.205,0.192,-300,0.184,0.184,0.113,0.0674,1.738,1.082,0.909489874,61.12749056
Ba2CeSnO6,O,3,140.116,118.71,137.327,137.327,-300,1.72,0.97,0.97,1.738,1.738,0.845,0.968,1.025,1.49,1.49,0.83,1.01,0.87,0.69,1.35,1.35,5.5387,7.3439,5.2117,5.2117,1.12,1.96,0.89,0.89,-300,0.88,1.515,1.515,1897,1897,3443,2602,20.6,20.6,6.3,22,3.62,3.62,6.77,7.26,51.8,51.8,39,60.4,727,727,798,231.93,0.205,0.205,0.192,0.227,0.184,0.184,0.113,0.666,1.738,0.9065,0.984904697,70.64759707
Ba2CeTaO6,O,5,140.116,180.9479,137.327,137.327,-300,1.33,0.97,0.97,1.738,1.738,0.777,1.197,1.255,1.49,1.49,0.78,1.15,1.01,0.64,1.35,1.35,5.5387,7.5496,5.2117,5.2117,1.12,1.5,0.89,0.89,-300,1.28,1.515,1.515,1897,1897,3443,5458,20.6,20.6,6.3,6.3,3.62,3.62,6.77,16.4,51.8,51.8,39,202.1,727,727,798,3007,0.205,0.205,0.192,0.14,0.184,0.184,0.113,0.575,1.738,0.987,0.948816928,63.54346486
Ba2CeUO6,O,NaN,140.116,238.02891,137.327,137.327,-300,-300,0.97,0.97,1.738,1.738,0.932,1.197,1.255,1.49,1.49,0.9,1.15,1.01,0.76,1.35,1.35,5.5387,6.19405,5.2117,5.2117,1.12,1.7,0.89,0.89,-300,-300,1.515,1.515,1897,1897,3443,4131,20.6,20.6,6.3,13.9,3.62,3.62,6.77,19.1,51.8,51.8,39,38.4,727,727,798,1135,0.205,0.205,0.192,0.116,0.184,0.184,0.113,0.276,1.738,1.0645,0.916487488,61.55863705
Ba2CoIrO6,O,16,58.9332,192.217,137.327,137.327,1.7,1.55,0.97,0.97,1.738,1.738,0.773,0.683,0.741,1.49,1.49,0.71,0.75,0.55,0.57,1.35,1.35,7.881,8.967,5.2117,5.2117,1.88,2.2,0.89,0.89,0.92,1.16,1.515,1.515,1897,1897,2927,4428,20.6,20.6,13,6.4,3.62,3.62,8.86,22.5,51.8,51.8,272.5,213.9,727,727,1495,2446,0.205,0.205,0.421,0.131,0.184,0.184,1,1.47,1.738,0.728,1.075619603,72.46899754
Ba2CoIrO6,O,16,58.9332,192.217,137.327,137.327,1.7,1.55,0.97,0.97,1.738,1.738,0.773,0.683,0.741,1.49,1.49,0.71,0.75,0.55,0.57,1.35,1.35,7.881,8.967,5.2117,5.2117,1.88,2.2,0.89,0.89,0.92,1.16,1.515,1.515,1897,1897,2927,4428,20.6,20.6,13,6.4,3.62,3.62,8.86,22.5,51.8,51.8,272.5,213.9,727,727,1495,2446,0.205,0.205,0.421,0.131,0.184,0.184,1,1.47,1.738,0.728,1.075619603,72.46899754
Ba2CoMoO6,O,3,58.9332,95.94,137.327,137.327,1.7,1.3,0.97,0.97,1.738,1.738,0.7,0.888,0.946,1.49,1.49,0.73,0.79,0.65,0.59,1.35,1.35,7.881,7.09243,5.2117,5.2117,1.88,2.16,0.89,0.89,0.92,1.22,1.515,1.515,1897,1897,2927,4639,20.6,20.6,13,4.8,3.62,3.62,8.86,10.2,51.8,51.8,272.5,390.7,727,727,1495,2622,0.205,0.205,0.421,0.251,0.184,0.184,1,1.38,1.738,0.794,1.040195005,55.83533193
Ba2CoNbO6,O,NaN,58.9332,92.90638,137.327,137.327,1.7,1.23,0.97,0.97,1.738,1.738,0.768,0.683,0.741,1.49,1.49,0.78,0.75,0.55,0.64,1.35,1.35,7.881,6.75885,5.2117,5.2117,1.88,1.6,0.89,0.89,0.92,1.23,1.515,1.515,1897,1897,2927,4744,20.6,20.6,13,7.3,3.62,3.62,8.86,8.57,51.8,51.8,272.5,323,727,727,1495,2477,0.205,0.205,0.421,0.265,0.184,0.184,1,0.537,1.738,0.7255,1.077008934,72.55506148
